age,industry,title,annual_salary,bonus_salary,currency,country,state,city,overall_experience,field_experience,education,gender,fixed_country,exchange_rate,annual_salary_usd,bonus_salary_usd,total_salary_usd
45-54,Health care,Clinical analyst,100000.0,0.0,USD,Usa,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,100000.0,0.0,100000.0
25-34,Publishing,Editor,27000.0,0.0,GBP,England,,Oxford,11 - 20 years,5-7 years,College degree,Woman,united kingdom,1.19112,32160.239999999998,0.0,0.0
18-24,Government and Public Administration,Policy Analyst ,60129.0,3000.0,USD,United States,District of Columbia,Washington DC,2 - 4 years,1 year or less,Master's degree,Woman,united states,1.0,60129.0,3000.0,63129.0
45-54,STEM research,Research Scientist,135000.0,0.0,USD,US,Texas,San Antonio,11 - 20 years,11 - 20 years,PhD,Woman,united states,1.0,135000.0,0.0,135000.0
25-34,Computing or Tech,Service Designer,130000.0,0.0,USD,United States,Virginia,McLean,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,130000.0,0.0,0.0
25-34,Libraries,Librarian,26000.0,0.0,USD,United States,Oklahoma,Ardmore,2 - 4 years,2 - 4 years,Master's degree,Woman,united states,1.0,26000.0,0.0,0.0
25-34,"Accounting, Banking & Finance",Senior Accountant,60000.0,0.0,USD,US,Ohio,Columbus,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,60000.0,0.0,60000.0
35-44,Nonprofits,Administrative Assistant,37000.0,0.0,USD,US,Ohio,Shaker Hts,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,37000.0,0.0,37000.0
25-34,Engineering or Manufacturing,User experience specialist,85000.0,3000.0,USD,USA,South Carolina,Charleston,5-7 years,5-7 years,College degree,Woman,united states,1.0,85000.0,3000.0,88000.0
35-44,Media & Digital,Self-employed writer,45000.0,20000.0,USD,USA,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,45000.0,20000.0,65000.0
25-34,Nonprofits,Director of Development,92000.0,0.0,USD,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,92000.0,0.0,92000.0
25-34,Health care,occupational therapist,35.0,0.0,EUR,finland,,helsinki,2 - 4 years,2 - 4 years,College degree,Woman,finland,1.03929,36.375150000000005,0.0,0.0
25-34,Engineering or Manufacturing,Production Technician,65000.0,4000.0,USD,United States,Wisconsin,Madison,5-7 years,2 - 4 years,College degree,Man,united states,1.0,65000.0,4000.0,69000.0
35-44,"Marketing, Advertising & PR",Graphic Designer,35000.0,0.0,USD,United States of America,Indiana,Mishawaka,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,35000.0,0.0,35000.0
25-34,"Accounting, Banking & Finance",Compliance Officer,74000.0,1000.0,USD,United States,Oklahoma,Tulsa,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,74000.0,1000.0,75000.0
25-34,Engineering or Manufacturing,Director of Intelligence,102500.0,20000.0,USD,United States,Florida,Tampa,5-7 years,5-7 years,College degree,Man,united states,1.0,102500.0,20000.0,122500.0
35-44,Nonprofits,Coordinator of Survivor Services,70000.0,0.0,USD,USA,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,70000.0,0.0,0.0
45-54,Computing or Tech,Software Development Manager,140000.0,5000.0,USD,USA,Colorado,Denver,21 - 30 years,11 - 20 years,Some college,Woman,united states,1.0,140000.0,5000.0,145000.0
35-44,Architecture,Project Architect,58000.0,4000.0,USD,USA,New Jersey,Lambertville,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,58000.0,4000.0,62000.0
35-44,Nonprofits,HR director,61200.0,0.0,USD,USA,Illinois,Skokie,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,61200.0,0.0,61200.0
25-34,"Marketing, Advertising & PR",Marketing Director ,85000.0,10000.0,GBP,United Kingdom ,,London ,8 - 10 years,8 - 10 years,College degree,Woman,united kingdom,1.19112,101245.2,11911.199999999999,113156.4
25-34,Recruitment or HR,Talent Acquisition Specialist,66000.0,0.0,USD,United States,Georgia,Alpharetta,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,66000.0,0.0,66000.0
35-44,Computing or Tech,technical support specialist,70000.0,0.0,USD,USA,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,70000.0,0.0,70000.0
25-34,Education (Higher Education),Communications Specialist,52000.0,0.0,USD,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,united states,1.0,52000.0,0.0,0.0
45-54,Property or Construction,CAD Manager,75500.0,5000.0,USD,United States of America,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,united states,1.0,75500.0,5000.0,80500.0
25-34,"Marketing, Advertising & PR",Content Strategist and Writer,57000.0,0.0,USD,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,united states,1.0,57000.0,0.0,57000.0
25-34,Nonprofits,Associate,83200.0,0.0,USD,USA,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,83200.0,0.0,0.0
18-24,"Marketing, Advertising & PR","Manager, Planning",77500.0,0.0,USD,United States,New York,New York City ,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,77500.0,0.0,0.0
35-44,Retail,Fulfillment Expert,31200.0,0.0,USD,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,united states,1.0,31200.0,0.0,0.0
25-34,Health care,Midwife,31000.0,1000.0,GBP,UK,,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,united kingdom,1.19112,36924.72,1191.12,38115.84
25-34,Academic Medicine ,Administrative Specialist,55000.0,2500.0,USD,USA,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,united states,1.0,55000.0,2500.0,57500.0
25-34,Retail,Head of Data & Analytics,100000.0,0.0,USD,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,100000.0,0.0,0.0
25-34,Computing or Tech,Systems Analyst,80000.0,0.0,USD,United States of America,,Portland,5-7 years,2 - 4 years,Master's degree,Woman,united states,1.0,80000.0,0.0,0.0
35-44,Education (Higher Education),Associate Director ,63000.0,2000.0,USD,United States ,Texas,El Paso,11 - 20 years,8 - 10 years,,Woman,united states,1.0,63000.0,2000.0,65000.0
25-34,Education (Higher Education),Librarian,52500.0,0.0,USD,U.S.,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,52500.0,0.0,0.0
25-34,Media & Digital,UX designer,36000.0,0.0,EUR,France,,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,france,1.03929,37414.44,0.0,37414.44
25-34,"Accounting, Banking & Finance",Lead business controls specialist,94000.0,0.0,USD,Usa,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,94000.0,0.0,0.0
25-34,Engineering or Manufacturing,Product Engineer,57000.0,0.0,USD,USA,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,united states,1.0,57000.0,0.0,57000.0
35-44,Computing or Tech,Senior Technical Writer,83000.0,8000.0,USD,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,83000.0,8000.0,91000.0
35-44,Nonprofits,Senior Director,90000.0,0.0,USD,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,90000.0,0.0,90000.0
35-44,Hospitality & Events,Hotel Sales Manager,66950.0,0.0,USD,USA,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,united states,1.0,66950.0,0.0,66950.0
25-34,Government and Public Administration,Planner,76000.0,0.0,USD,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,united states,1.0,76000.0,0.0,76000.0
25-34,Engineering or Manufacturing,Principal Engineer,52000.0,6000.0,GBP,UK,,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,united kingdom,1.19112,61938.24,7146.719999999999,69084.95999999999
25-34,Nonprofits,Information and Program Manager,70000.0,5000.0,USD,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,70000.0,5000.0,75000.0
35-44,Engineering or Manufacturing,Media and PR,80000.0,0.0,USD,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,80000.0,0.0,80000.0
35-44,Nonprofits,Technical assistance provider,70000.0,0.0,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,70000.0,0.0,70000.0
25-34,Education (Higher Education),Library Specialist,34299.0,0.0,USD,US,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,united states,1.0,34299.0,0.0,0.0
25-34,Computing or Tech,Strategic Operations and Programme Manager,90000.0,0.0,GBP,United Kingdom,,London,11 - 20 years,11 - 20 years,Master's degree,Woman,united kingdom,1.19112,107200.8,0.0,107200.8
35-44,Education (Higher Education),"Assistant Director, Student Affairs",50000.0,0.0,USD,US,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,50000.0,0.0,50000.0
35-44,Hospitality & Events,Director of Client Services,85000.0,0.0,USD,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,united states,1.0,85000.0,0.0,85000.0
35-44,Retail,Loss prevention manager,87000.0,15000.0,USD,US,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,united states,1.0,87000.0,15000.0,102000.0
35-44,Law,Associate Attorney,125000.0,0.0,USD,United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,united states,1.0,125000.0,0.0,0.0
35-44,Commercial Real Estate ,Administrative Associate,55000.0,5000.0,USD,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,united states,1.0,55000.0,5000.0,60000.0
25-34,Pet care industry (dog training/walking),Operations Manager,48500.0,0.0,USD,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,48500.0,0.0,0.0
35-44,Engineering or Manufacturing,Software engineer,139000.0,9000.0,USD,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,139000.0,9000.0,148000.0
25-34,Law,Paralegal / Legal Assistant,54080.0,500.0,USD,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,54080.0,500.0,54580.0
35-44,Insurance,Manager & Actuary,170000.0,30000.0,USD,USA,,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,170000.0,30000.0,200000.0
25-34,"Marketing, Advertising & PR",Marketing Manager,60000.0,0.0,CAD,Canada,,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,canada,0.750496,45029.76,0.0,0.0
45-54,Education (Primary/Secondary),Librarian,70000.0,1000.0,USD,USA,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,united states,1.0,70000.0,1000.0,71000.0
25-34,Nonprofits,Communications Associate,53000.0,0.0,USD,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,53000.0,0.0,53000.0
35-44,Health care,Cytotechnologist ,82160.0,0.0,USD,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,82160.0,0.0,0.0
25-34,Recruitment or HR,Onboarding Partner,71000.0,0.0,USD,United states,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,united states,1.0,71000.0,0.0,0.0
18-24,Engineering or Manufacturing,Graduate Research Assitant,25700.0,0.0,USD,USA,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,united states,1.0,25700.0,0.0,25700.0
25-34,Politics,Deputy C-level,105000.0,0.0,USD,United States,,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,105000.0,0.0,105000.0
35-44,Education (Higher Education),"Librarian, non-supervisory",77000.0,0.0,USD,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,united states,1.0,77000.0,0.0,0.0
35-44,Health care,Content Strategist,50000.0,0.0,USD,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,50000.0,0.0,0.0
25-34,University administration,Programme Administrator,25217.0,0.0,GBP,Scotland,,Glasgow,5-7 years,5-7 years,College degree,Woman,united kingdom,1.19112,30036.473039999997,0.0,0.0
35-44,Government and Public Administration,EOS,95000.0,2000.0,USD,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,united states,1.0,95000.0,2000.0,97000.0
18-24,Business or Consulting,Data Analyst,62000.0,0.0,USD,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,united states,1.0,62000.0,0.0,0.0
35-44,Animal Health Product Manufacturing,Sr Associate - Quality Assurance,75000.0,7500.0,USD,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,united states,1.0,75000.0,7500.0,82500.0
45-54,Computing or Tech,Business Analyst,88000.0,0.0,USD,USA,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,united states,1.0,88000.0,0.0,0.0
25-34,Property or Construction,Assistant to Property Managers,31500.0,0.0,USD,United States,South Carolina,Columbia,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,31500.0,0.0,31500.0
25-34,Health care,IT Training Specialist,76000.0,0.0,USD,USA,Massachusetts,Woburn,5-7 years,2 - 4 years,Master's degree,Woman,united states,1.0,76000.0,0.0,0.0
25-34,"Accounting, Banking & Finance",Reporting Analyst ,45760.0,0.0,USD,United States,California,Anaheim,11 - 20 years,2 - 4 years,Some college,Woman,united states,1.0,45760.0,0.0,45760.0
25-34,"Marketing, Advertising & PR",Communications Manager,86000.0,0.0,USD,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,united states,1.0,86000.0,0.0,86000.0
25-34,Engineering or Manufacturing,Project Manager,78240.0,0.0,CAD,Canada,,Calgary,5-7 years,5-7 years,Master's degree,Woman,canada,0.750496,58718.80704000001,0.0,58718.80704000001
25-34,Education (Higher Education),Admissions Advisor,56000.0,0.0,USD,United States,Wisconsin,Appleton,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,56000.0,0.0,56000.0
35-44,Sales,Sales support,23050.0,0.0,GBP,England,,London,11 - 20 years,8 - 10 years,,Woman,united kingdom,1.19112,27455.316,0.0,0.0
25-34,Educational Technology - hybrid between book publishing and technology really,Business Development Specialist,67000.0,2000.0,USD,United States,Minnesota,Bloomington,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,67000.0,2000.0,69000.0
25-34,Law,Associate,125000.0,0.0,USD,United states ,Tennessee,Chattanooga,5-7 years,5-7 years,Master's degree,Woman,united states,1.0,125000.0,0.0,0.0
25-34,Property or Construction,Assistant Project Manager,55000.0,0.0,USD,USA ,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,united states,1.0,55000.0,0.0,55000.0
35-44,Computing or Tech,Supply chain manager,125000.0,50000.0,USD,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,125000.0,50000.0,175000.0
25-34,Health care,RN,60000.0,0.0,USD,United States,Tennessee,Memphis,8 - 10 years,2 - 4 years,College degree,Woman,united states,1.0,60000.0,0.0,0.0
25-34,Law,Associate,190000.0,0.0,USD,USA,Massachusetts,Boston,1 year or less,1 year or less,Master's degree,Woman,united states,1.0,190000.0,0.0,0.0
45-54,Utilities & Telecommunications,Land Analyst,60320.0,0.0,USD,USA,Pennsylvania,Pittsburgh,21 - 30 years,8 - 10 years,Some college,Woman,united states,1.0,60320.0,0.0,60320.0
35-44,Pharmaceuticals,Regulatory affairs manager ,125000.0,18750.0,USD,United States,North Carolina,Durham,5-7 years,2 - 4 years,PhD,Woman,united states,1.0,125000.0,18750.0,143750.0
45-54,Education (Primary/Secondary),teacher,94000.0,0.0,USD,United States,Connecticut,Stamford,21 - 30 years,21 - 30 years,PhD,Woman,united states,1.0,94000.0,0.0,0.0
25-34,Health care,NP-PHC,98000.0,0.0,CAD,Canada,,Rural Ontario,8 - 10 years,2 - 4 years,Master's degree,Woman,canada,0.750496,73548.60800000001,0.0,73548.60800000001
35-44,Government and Public Administration,Administrative Assistant,49000.0,0.0,USD,United States,Oregon,Newport,11 - 20 years,11 - 20 years,Some college,Woman,united states,1.0,49000.0,0.0,49000.0
35-44,Nonprofits,Director of Development,120000.0,0.0,USD,United States of America,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,united states,1.0,120000.0,0.0,120000.0
55-64,Recruitment or HR,Consultant,135000.0,0.0,USD,United States,Illinois,"Chicago area mostly, but also the US and Canada",31 - 40 years,31 - 40 years,College degree,Woman,united states,1.0,135000.0,0.0,0.0
35-44,Education (Higher Education),Advancement Accounting Assistant,40575.0,0.0,USD,USA,Washington,Spokane,8 - 10 years,8 - 10 years,College degree,Woman,united states,1.0,40575.0,0.0,40575.0
25-34,Nonprofits,Senior monitoring & evaluation adviser ,75500.0,0.0,USD,US,North Carolina,Durham,8 - 10 years,8 - 10 years,Master's degree,Woman,united states,1.0,75500.0,0.0,75500.0
25-34,"Marketing, Advertising & PR",Copy supervisor,115000.0,12000.0,USD,US,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Woman,united states,1.0,115000.0,12000.0,127000.0
35-44,Government and Public Administration,Policy analyst ,70000.0,0.0,USD,USA,Massachusetts,Greater Boston area,8 - 10 years,5-7 years,Master's degree,Woman,united states,1.0,70000.0,0.0,0.0
25-34,Computing or Tech,Visual Designer,110000.0,1400.0,USD,United States,Illinois,Chicago (remote) ,5-7 years,5-7 years,College degree,Woman,united states,1.0,110000.0,1400.0,111400.0
18-24,Agriculture or Forestry,Engineering Student Trainee,29000.0,0.0,USD,US,South Dakota,Rapid City,1 year or less,1 year or less,Some college,Woman,united states,1.0,29000.0,0.0,29000.0
55-64,"Marketing, Advertising & PR",Graphic Designer,61000.0,0.0,USD,USA,Illinois,Mount Prospect,31 - 40 years,31 - 40 years,College degree,Woman,united states,1.0,61000.0,0.0,0.0
55-64,Nonprofits,Information Technology Specialist,47250.0,0.0,USD,USA,West Virginia,"Huntington (remote, HQ is in Charleston)",11 - 20 years,5-7 years,Master's degree,Woman,united states,1.0,47250.0,0.0,47250.0
35-44,Engineering or Manufacturing,Sr. Piping Designer,96000.0,4000.0,USD,USA,Minnesota,St. Paul,11 - 20 years,11 - 20 years,Some college,Man,united states,1.0,96000.0,4000.0,100000.0
